标题,长度,访问号,物种,属名,菌株,基因类型,序列类型,高得分片段对(HSPs),E值,比对长度,相同碱基数,相似度,缺口数,查询起始-结束,命中起始-结束
"gi|2813613525|gb|CP152212.1| Edwardsiella ictaluri strain Ei-85 chromosome, complete genome",3798252,CP152212.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-85,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3694092-3695207
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3631-4746
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,9007-10122
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,14382-15497
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,266498-267613
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,322096-323211
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,526876-525761
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,560894-559779
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,997252-996137
"gi|2913324885|gb|CP180746.1| Edwardsiella ictaluri strain S94-1051 chromosome, complete genome",3838614,CP180746.1,Edwardsiella ictaluri,Edwardsiella,strain S94-1051,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3472764-3473879
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,155907-154792
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,189922-188807
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,195295-194180
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,658668-657553
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3410054-3411169
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1114,99.82%,1,6-1120,3719156-3720271
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1113,99.73%,1,6-1120,3036515-3037630
"gi|2813606839|gb|CP152215.1| Edwardsiella ictaluri strain Ei-69 chromosome, complete genome",3768172,CP152215.1,Edwardsiella ictaluri,Edwardsiella,strain Ei-69,,complete genome,1,0.00e+00,1116,1112,99.64%,2,6-1120,3664013-3665127
